# РАЗБОР ПРОВЕРОК, УМИРАЮЩИХ ВМЕСТЕ С JavaScript — по утверждениям, а не по файлам.
# Дерево: коммит 4780c595, ветка vypusk/zamestit-proverki. 886 блоков test(...) в 37 файлах.
# Категории: A1 — держит пример внутри .flang (переживёт выброс); A2 — держит только сверка
# self-*.test.mjs (умрёт вместе с JavaScript, но предмет — эталон на flang, перенос дешёвый);
# B — переносимо на flang test примером; C — выразимо только снаружи языка (прогонщик, C, фаззинг);
# D — не замещается ничем.
файл	название теста	категория	улика или довод
repl.test.mjs	заголовок объявления ждёт продолжения, пустая строка его заканчивает	A2	flang/test/self-repl.test.mjs:583-612 «продолжение многострочного ввода решается так же, как у свидетеля»
repl.test.mjs	законченная строка отправляется сразу	A2	flang/test/self-repl.test.mjs:583-612 (тот же блок)
repl.test.mjs	недописанное выражение продолжается, команда — никогда	A2	flang/test/self-repl.test.mjs:583-612 (тот же блок)
repl.test.mjs	общий отступ вставленного куска снимается	A1	flang/self/repl/repl.flang:497 пример «Четыре пробела снимаются», :523 «Общее начало двух отступов»
repl.test.mjs	справка и выход отвечают, неизвестная команда — отказ	A2	flang/test/self-repl.test.mjs:551-558 «справка и приветствие — тот же байт, что у свидетеля» + :664 ОБЕЩАНИЯ.сверено (FLANG_CLI)
repl.test.mjs	«.объявления» перечисляет объявленное и говорит о завершении	A2	flang/test/self-repl.test.mjs:665 ОБЕЩАНИЯ.сверено; порча «про недоказанное завершение перестали говорить» :738
repl.test.mjs	«.сбросить» забывает всё объявленное	A2	flang/test/self-repl.test.mjs:666 ОБЕЩАНИЯ.сверено
repl.test.mjs	сохранённая сессия загружается обратно и работает	A2	flang/test/self-repl.test.mjs:461-488 «записанный эталоном файл совпадает с записанным свидетелем побайтово» и «сохранённое эталоном загружается обратно и работает»
repl.test.mjs	загрузка режет файл на отдельные объявления — их можно переобъявить поодиночке	A2	flang/test/self-repl.test.mjs:668 ОБЕЩАНИЯ.сверено + :455 корпус файлов
repl.test.mjs	загрузка несуществующего файла и не-исходника — понятный отказ	A2	FLANG_CLI; flang/test/self-repl.test.mjs:669 ОБЕЩАНИЯ.сверено; распознавание расширения держит пример flang/self/repl/repl.flang:1674 «Расширение узнаётся»
